image_path,true_food,true_portion,true_rule_calorie_level,predicted_food,food_confidence,predicted_portion,portion_confidence,predicted_calorie_level
data/food101_subset/salad/salad_0561.jpg,salad,,,salad,0.999923825263977,medium,0.4402669072151184,low
data/food101_subset/burger/burger_0806.jpg,burger,medium,high,burger,0.9965311884880066,medium,0.4175925850868225,high
data/food101_subset/salad/salad_0414.jpg,salad,large,medium,salad,0.9993513226509094,medium,0.4208504259586334,low
data/food101_subset/pasta/pasta_0700.jpg,pasta,,,pasta,0.9971972703933716,medium,0.4037342965602875,high
data/food101_subset/pasta/pasta_0162.jpg,pasta,,,pasta,0.9979932308197021,medium,0.5465641617774963,high
data/food101_subset/salad/salad_0072.jpg,salad,,,salad,0.9997747540473938,small,0.43113523721694946,low
data/food101_subset/salad/salad_0770.jpg,salad,,,salad,0.9990547299385071,medium,0.4344932436943054,low
data/food101_subset/pasta/pasta_0428.jpg,pasta,small,medium,pasta,0.9773459434509277,medium,0.3470180630683899,high
data/food101_subset/burger/burger_0161.jpg,burger,,,burger,0.999862790107727,medium,0.5452132821083069,high
data/food101_subset/sushi/sushi_0876.jpg,sushi,,,sushi,0.9999459981918335,large,0.49095606803894043,high
data/food101_subset/burger/burger_0477.jpg,burger,,,burger,0.993999719619751,medium,0.47307977080345154,high
data/food101_subset/pasta/pasta_0072.jpg,pasta,,,pasta,0.9999127388000488,medium,0.4834419786930084,high
data/food101_subset/sushi/sushi_0730.jpg,sushi,,,sushi,0.9997215867042542,medium,0.42722389101982117,medium
data/food101_subset/burger/burger_0373.jpg,burger,,,burger,0.9999569654464722,medium,0.38741666078567505,high
data/food101_subset/salad/salad_0192.jpg,salad,,,salad,0.999956488609314,small,0.34821754693984985,low
data/food101_subset/salad/salad_0215.jpg,salad,,,salad,0.9999864101409912,small,0.4565637707710266,low
data/food101_subset/sushi/sushi_0107.jpg,sushi,,,sushi,0.8758037686347961,small,0.4150559604167938,low
data/food101_subset/burger/burger_0565.jpg,burger,,,burger,0.9998279809951782,medium,0.5237064361572266,high
data/food101_subset/salad/salad_0938.jpg,salad,,,salad,0.9998440742492676,small,0.41634318232536316,low
data/food101_subset/sushi/sushi_0703.jpg,sushi,,,sushi,0.9999815225601196,medium,0.38333362340927124,medium
data/food101_subset/sushi/sushi_0122.jpg,sushi,,,sushi,0.9989694356918335,medium,0.41930004954338074,medium
data/food101_subset/sushi/sushi_0615.jpg,sushi,,,sushi,0.9999918937683105,medium,0.4773356020450592,medium
data/food101_subset/pizza/pizza_0131.jpg,pizza,,,pizza,0.9948241710662842,large,0.40223532915115356,high
data/food101_subset/salad/salad_0476.jpg,salad,,,salad,0.9996108412742615,small,0.44701024889945984,low
data/food101_subset/burger/burger_0344.jpg,burger,,,burger,0.9998780488967896,medium,0.4855630099773407,high
data/food101_subset/sushi/sushi_0561.jpg,sushi,,,sushi,0.9998096823692322,medium,0.4062965512275696,medium
data/food101_subset/sushi/sushi_0861.jpg,sushi,,,sushi,0.9999957084655762,medium,0.4566586911678314,medium
data/food101_subset/pizza/pizza_0772.jpg,pizza,,,pizza,0.9933912754058838,large,0.463337779045105,high
data/food101_subset/pasta/pasta_0863.jpg,pasta,medium,high,pasta,0.9992097616195679,medium,0.40207016468048096,high
data/food101_subset/salad/salad_0014.jpg,salad,,,salad,0.992452085018158,medium,0.36428192257881165,low
