image_path,food_label,portion_label,split,use_for_portion
data/food101_subset/burger/burger_0667.jpg,burger,,train,yes
data/food101_subset/burger/burger_0130.jpg,burger,,train,yes
data/food101_subset/burger/burger_0785.jpg,burger,,train,yes
data/food101_subset/burger/burger_0153.jpg,burger,,train,yes
data/food101_subset/burger/burger_0921.jpg,burger,,train,yes
data/food101_subset/burger/burger_0946.jpg,burger,,train,yes
data/food101_subset/burger/burger_0049.jpg,burger,,train,yes
data/food101_subset/burger/burger_0016.jpg,burger,,train,yes
data/food101_subset/burger/burger_0773.jpg,burger,,val,yes
data/food101_subset/burger/burger_0121.jpg,burger,,train,yes
data/food101_subset/burger/burger_0171.jpg,burger,,val,yes
data/food101_subset/burger/burger_0653.jpg,burger,,train,yes
data/food101_subset/burger/burger_0027.jpg,burger,,train,yes
data/food101_subset/burger/burger_0806.jpg,burger,,test,yes
data/food101_subset/burger/burger_0274.jpg,burger,,test,yes
data/food101_subset/burger/burger_0997.jpg,burger,,val,yes
data/food101_subset/burger/burger_0588.jpg,burger,,train,yes
data/food101_subset/burger/burger_0188.jpg,burger,,val,yes
data/food101_subset/burger/burger_0692.jpg,burger,,train,yes
data/food101_subset/burger/burger_0213.jpg,burger,,train,yes
data/food101_subset/burger/burger_0127.jpg,burger,,train,yes
data/food101_subset/burger/burger_0487.jpg,burger,,train,yes
data/food101_subset/burger/burger_0706.jpg,burger,,train,yes
data/food101_subset/burger/burger_0204.jpg,burger,,train,yes
data/food101_subset/burger/burger_0066.jpg,burger,,train,yes
data/food101_subset/burger/burger_0032.jpg,burger,,train,yes
data/food101_subset/burger/burger_0352.jpg,burger,,train,yes
data/food101_subset/burger/burger_0459.jpg,burger,,test,yes
data/food101_subset/burger/burger_0270.jpg,burger,,test,yes
data/food101_subset/burger/burger_0832.jpg,burger,,test,yes
data/food101_subset/burger/burger_0553.jpg,burger,,train,yes
data/food101_subset/burger/burger_0073.jpg,burger,,train,yes
data/food101_subset/burger/burger_0158.jpg,burger,,train,yes
data/food101_subset/burger/burger_0883.jpg,burger,,train,yes
data/food101_subset/burger/burger_0170.jpg,burger,,train,yes
data/food101_subset/burger/burger_0614.jpg,burger,,train,yes
data/food101_subset/burger/burger_0652.jpg,burger,,train,yes
data/food101_subset/burger/burger_0809.jpg,burger,,train,yes
data/food101_subset/burger/burger_0863.jpg,burger,,test,yes
data/food101_subset/burger/burger_0821.jpg,burger,,train,yes
data/food101_subset/burger/burger_0712.jpg,burger,,train,yes
data/food101_subset/burger/burger_0765.jpg,burger,,train,yes
data/food101_subset/burger/burger_0582.jpg,burger,,train,yes
data/food101_subset/burger/burger_0414.jpg,burger,,test,yes
data/food101_subset/burger/burger_0156.jpg,burger,,train,yes
data/food101_subset/burger/burger_0604.jpg,burger,,train,yes
data/food101_subset/burger/burger_0428.jpg,burger,,test,yes
data/food101_subset/burger/burger_0128.jpg,burger,,train,yes
data/food101_subset/burger/burger_0616.jpg,burger,,train,yes
data/food101_subset/burger/burger_0930.jpg,burger,,val,yes
data/food101_subset/burger/burger_0150.jpg,burger,,train,yes
data/food101_subset/burger/burger_0157.jpg,burger,,val,yes
data/food101_subset/burger/burger_0466.jpg,burger,,train,yes
data/food101_subset/burger/burger_0400.jpg,burger,,train,yes
data/food101_subset/burger/burger_0528.jpg,burger,,train,yes
data/food101_subset/burger/burger_0347.jpg,burger,,train,yes
data/food101_subset/burger/burger_0518.jpg,burger,,train,yes
data/food101_subset/burger/burger_0812.jpg,burger,,train,yes
data/food101_subset/burger/burger_0735.jpg,burger,,train,yes
data/food101_subset/burger/burger_0241.jpg,burger,,val,yes
data/food101_subset/burger/burger_0936.jpg,burger,,train,yes
data/food101_subset/burger/burger_0024.jpg,burger,,train,yes
data/food101_subset/burger/burger_0237.jpg,burger,,train,yes
data/food101_subset/burger/burger_0825.jpg,burger,,train,yes
data/food101_subset/burger/burger_0658.jpg,burger,,train,yes
data/food101_subset/burger/burger_0624.jpg,burger,,train,yes
data/food101_subset/burger/burger_0994.jpg,burger,,train,yes
data/food101_subset/burger/burger_0499.jpg,burger,,val,yes
data/food101_subset/burger/burger_0108.jpg,burger,,train,yes
data/food101_subset/burger/burger_0488.jpg,burger,,train,yes
data/food101_subset/burger/burger_0960.jpg,burger,,train,yes
data/food101_subset/burger/burger_0101.jpg,burger,,train,yes
data/food101_subset/burger/burger_0246.jpg,burger,,train,yes
data/food101_subset/burger/burger_0771.jpg,burger,,train,yes
data/food101_subset/burger/burger_0502.jpg,burger,,train,yes
data/food101_subset/burger/burger_0951.jpg,burger,,train,yes
data/food101_subset/burger/burger_0865.jpg,burger,,train,yes
data/food101_subset/burger/burger_0060.jpg,burger,,train,yes
data/food101_subset/burger/burger_0176.jpg,burger,,train,yes
data/food101_subset/burger/burger_0577.jpg,burger,,train,yes
data/food101_subset/burger/burger_0208.jpg,burger,,train,yes
data/food101_subset/burger/burger_0663.jpg,burger,,train,yes
data/food101_subset/burger/burger_0010.jpg,burger,,train,yes
data/food101_subset/burger/burger_0867.jpg,burger,,train,yes
data/food101_subset/burger/burger_0729.jpg,burger,,train,yes
data/food101_subset/burger/burger_0592.jpg,burger,,train,yes
data/food101_subset/burger/burger_0436.jpg,burger,,test,yes
data/food101_subset/burger/burger_0326.jpg,burger,,train,yes
data/food101_subset/burger/burger_0387.jpg,burger,,train,yes
data/food101_subset/burger/burger_0486.jpg,burger,,train,yes
data/food101_subset/burger/burger_0793.jpg,burger,,train,yes
